职位名,链接,公司,工作地点,薪资,经验,学历
python开发实习生,http://jobs.51job.com/hangzhou/89331341.html?s=01&t=0,杭州九郡棠科技有限公司,杭州,4-6千/月,无工作经验,大专
Python开发工程师,http://jobs.51job.com/changchun/84331236.html?s=01&t=0,长春市才库管理咨询有限公司,长春,0.8-1万/月,2年经验,本科
Python软件工程师,http://jobs.51job.com/shenzhen-ftq/91123391.html?s=01&t=0,深圳市卧虎藏龙科技有限公司,深圳-福田区,1.5-3.5万/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/beijing-hdq/89174011.html?s=01&t=0,北京四海盈科信息技术有限公司,北京-海淀区,1-1.5万/月,,
Python开发工程师,http://jobs.51job.com/beijing-cyq/91057331.html?s=01&t=0,北京敏特昭阳科技发展有限公司,北京-朝阳区,1-2万/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/guangzhou/87244075.html?s=01&t=0,广州骥泰软件科技有限公司,广州,0.8-1.2万/月,,本科
Python工程师,http://jobs.51job.com/wenzhou/90640316.html?s=01&t=0,温州讯驰通科技有限公司,温州,0.3-1万/月,2年经验,
python程序员,http://jobs.51job.com/wuxi/90766766.html?s=01&t=0,上海汉水信息技术服务有限公司,异地招聘,0.8-1.2万/月,,
python工程师,http://jobs.51job.com/chengdu-gxq/88352653.html?s=01&t=0,成都智库二八六一信息技术有限公司,成都-高新区,0.5-1万/月,1年经验,本科
Python 开发工程师,http://jobs.51job.com/beijing-hdq/91032742.html?s=01&t=0,有利网,北京-海淀区,1-2万/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/shenzhen-nsq/83790625.html?s=01&t=0,冬竞投资有限公司深圳分公司,深圳-南山区,1.5-3万/月,2年经验,本科
Python开发工程师（大数据处理）,http://jobs.51job.com/hangzhou/87903598.html?s=01&t=0,杭州追灿科技有限公司,杭州,4-8千/月,无工作经验,本科
Python开发工程师/中级高级python软件工程师,http://jobs.51job.com/shanghai-ptq/88365508.html?s=01&t=0,上海塑盛电子商务有限公司,上海-普陀区,1-1.8万/月,2年经验,大专
python 工程师,http://jobs.51job.com/guangzhou-thq/87757827.html?s=01&t=0,广州力为网络科技有限公司,广州-天河区,0.8-1.5万/月,,大专
Python开发工程师,http://jobs.51job.com/shenzhen-nsq/88822697.html?s=01&t=0,格隆汇科技发展（深圳）有限公司,深圳-南山区,0.7-1万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/chengdu-jjq/88416453.html?s=01&t=0,成都诺艾斯科技有限公司,成都-锦江区,0.8-1.5万/月,,
软件工程师Python方向,http://jobs.51job.com/chengdu/67158920.html?s=01&t=0,成都南天佳信信息工程有限公司,成都,3-8千/月,1年经验,本科
Python工程师,http://jobs.51job.com/xiamen/90572393.html?s=01&t=0,厦门多快好省网络科技有限公司,厦门,0.8-1万/月,,本科
Python开发工程师,http://jobs.51job.com/shenyang-ddq/90850208.html?s=01&t=0,沈阳文尚投资咨询有限公司,沈阳-大东区,6-8千/月,2年经验,本科
高级Python工程师-外研在线,http://jobs.51job.com/beijing/75873234.html?s=01&t=0,外语教学与研究出版社,北京,6-8千/月,,
python Web开发工程师,http://jobs.51job.com/shanghai/86068633.html?s=01&t=0,北京汉克时代科技有限公司,上海,1-1.5万/月,2年经验,本科
Python研发工程师,http://jobs.51job.com/nanjing/80748032.html?s=01&t=0,江苏国瑞信安科技有限公司,南京,0.8-1万/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/beijing-hdq/86280123.html?s=01&t=0,赛尔网络有限公司,北京-海淀区,0.8-1万/月,,本科
python程序员,http://jobs.51job.com/beijing/80093447.html?s=01&t=0,北京普天合力通讯技术服务有限公司,北京,0.8-1万/月,1年经验,
运维研发python工程师,http://jobs.51job.com/shanghai/83525999.html?s=01&t=0,上海无冬之境网络科技有限公司,上海,6-8千/月,2年经验,
Python开发工程师,http://jobs.51job.com/beijing-hdq/79577246.html?s=01&t=0,脉讯在线（北京）信息技术有限公司,北京-海淀区,1.2-2.5万/月,2年经验,本科
python开发,http://jobs.51job.com/beijing-cyq/87834442.html?s=01&t=0,深圳市前海必胜道网络科技有限公司,北京-朝阳区,1-1.8万/月,,
Python开发工程师,http://jobs.51job.com/beijing/78132604.html?s=01&t=0,蓝色光标电子商务（上海）有限公司,北京,1-1.5万/月,2年经验,本科
python(golang服务端开发),http://jobs.51job.com/changsha-ylq/84443182.html?s=01&t=0,北京炬鑫网络科技有限公司,长沙-岳麓区,1.5-2万/月,,
Python软件工程师,http://jobs.51job.com/wuhan/70849566.html?s=01&t=0,武汉华大国家数字化学习工程技术有限公司,武汉,6-8千/月,2年经验,本科
Python工程师,http://jobs.51job.com/changsha/69766454.html?s=01&t=0,深圳市贷帮投资担保有限公司,长沙,4.5-6千/月,,大专
Python开发工程师,http://jobs.51job.com/shanghai-hpq/90492653.html?s=01&t=0,丝路资源有限公司,上海-黄浦区,1-1.5万/月,5-7年经验,本科
Python开发工程师,http://jobs.51job.com/bozhou/89237135.html?s=01&t=0,亳州市天济药业有限公司,亳州,6-8千/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai-cnq/90431455.html?s=01&t=0,上海桔豆网络科技有限公司,上海-长宁区,1.5-2万/月,5-7年经验,本科
Python研发工程师,http://jobs.51job.com/shanghai-xhq/72278079.html?s=01&t=0,上海岂安信息科技有限公司,上海-徐汇区,1.5-3万/月,1年经验,
Python 开发工程师,http://jobs.51job.com/shanghai-pdxq/90874918.html?s=01&t=0,北京人和创建信息技术有限公司,上海-浦东新区,1-1.5万/月,,大专
软件工程师 - Python,http://jobs.51job.com/shanghai/62336860.html?s=01&t=0,美屋得信息技术（上海）有限公司,上海,1.5-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai-bsq/91064871.html?s=01&t=0,上海粉耀信息科技有限公司,上海-宝山区,1-1.5万/月,,
Python开发工程师,http://jobs.51job.com/shanghai-mhq/69899263.html?s=01&t=0,家有好车,上海-闵行区,1.5-2万/月,,
Go/Python语言开发工程师,http://jobs.51job.com/guangzhou-thq/88728239.html?s=01&t=0,广州市长寿村饮品（连锁）有限公司,广州-天河区,4-7千/月,1年经验,本科
python工程师,http://jobs.51job.com/beijing-dcq/84121297.html?s=01&t=0,聚美优品,北京-东城区,1.5-2.2万/月,,本科
Python后端开发工程师,http://jobs.51job.com/nanjing/89687746.html?s=01&t=0,南京正和文化传媒有限公司,南京,0.7-1.4万/月,2年经验,本科
Python高级开发工程师,http://jobs.51job.com/beijing/88260381.html?s=01&t=0,慕华（北京）网络技术有限公司,北京,1.5-2.5万/月,5-7年经验,
Python开发工程师,http://jobs.51job.com/beijing-ftq/87718751.html?s=01&t=0,北京商高科技有限公司,北京-丰台区,2-2.5万/月,2年经验,本科
Python研发工程师,http://jobs.51job.com/chengdu-slx/90362662.html?s=01&t=0,成都国信安信息产业基地有限公司,成都-双流县,0.6-1万/月,,
Python开发工程师,http://jobs.51job.com/beijing-cyq/90927016.html?s=01&t=0,北京胖鱼科技有限公司,北京-朝阳区,0.8-1.5万/月,3-4年经验,
Python软件开发,http://jobs.51job.com/nanjing/82820331.html?s=01&t=0,深圳市前海图灵互联网金融服务有限公司,南京,4.5-7千/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/hangzhou-yhq/87534697.html?s=01&t=0,杭州牛盾网络技术有限公司,杭州-余杭区,0.8-1.5万/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/chengdu/83086505.html?s=01&t=0,同方（深圳）云计算技术股份有限公司成都分公司,成都,6-8千/月,,本科
python开发工程师,http://jobs.51job.com/hangzhou/90824997.html?s=01&t=0,校宝在线（杭州）科技股份有限公司,杭州,0.8-1.5万/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/zhengzhou/79270725.html?s=01&t=0,河南智游臻龙教育科技有限公司,郑州,0.8-1.2万/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/shanghai-hpq/88039708.html?s=01&t=0,上海易霏讯软件有限公司,上海-黄浦区,0.8-1.5万/月,,大专
Python开发工程师,http://jobs.51job.com/shenzhen-ftq/87904405.html?s=01&t=0,恒杉（深圳）企业管理咨询有限公司,深圳-福田区,1-1.5万/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/shenzhen-ftq/81870272.html?s=01&t=0,北京猿圈科技有限责任公司,深圳-福田区,1.5-2万/月,,
Python开发工程师,http://jobs.51job.com/beijing-hdq/86080275.html?s=01&t=0,北大医疗信息技术有限公司,北京-海淀区,1-1.5万/月,,本科
Python开发工程师,http://jobs.51job.com/beijing-cyq/83523049.html?s=01&t=0,北京车势科技有限公司,北京-朝阳区,2-2.5万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/chengdu-jjq/90520138.html?s=01&t=0,深圳市一览网络股份有限公司成都分公司,成都-锦江区,1.5-2.5万/月,,
Python高级开发工程师,http://jobs.51job.com/guangzhou/86386455.html?s=01&t=0,广州市方越信息科技有限公司,广州,0.6-1万/月,,大专
Python,http://jobs.51job.com/hangzhou-xhq/82095803.html?s=01&t=0,浙江腾保网络科技有限公司,杭州-西湖区,1-2万/月,3-4年经验,
Python高级开发工程师,http://jobs.51job.com/shanghai/86331197.html?s=01&t=0,迈智微电子（上海）有限公司（美资软件公司）,上海,2-2.5万/月,5-7年经验,本科
Python开发工程师,http://jobs.51job.com/beijing/90699714.html?s=01&t=0,北京智蓝信息科技有限公司,北京,1.3-2万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shenzhen-lhxq/89514174.html?s=01&t=0,深圳市泰信通信息技术有限公司,深圳-龙华新区,0.9-1.5万/月,2年经验,大专
Python高级开发工程师,http://jobs.51job.com/beijing-cyq/90375699.html?s=01&t=0,鼎合远传技术（北京）股份有限公司,北京-朝阳区,2-4万/月,5-7年经验,本科
Python开发工程师（石家庄）,http://jobs.51job.com/shijiazhuang/88458716.html?s=01&t=0,北京仁福康元科技有限公司,石家庄,3-4.5千/月,,
python,http://jobs.51job.com/shenzhen-nsq/90621063.html?s=01&t=0,深圳融天云科软件技术有限公司,深圳-南山区,1-1.5万/月,,大专
Python软件开发工程师,http://jobs.51job.com/guiyang/83021403.html?s=01&t=0,贵州东方世纪科技股份有限公司,贵阳,4-9.5千/月,,本科
资深Python开发工程师（五险一金、各种福利）,http://jobs.51job.com/nanjing/82365126.html?s=01&t=0,南京落尘文化传媒有限公司,南京,1.5-2万/月,2年经验,
Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/90814053.html?s=01&t=0,上海期货信息技术有限公司,上海-浦东新区,15-30万/年,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/guangzhou-thq/90603545.html?s=01&t=0,广东分子资产管理股份有限公司,广州-天河区,1-1.5万/月,,大专
Python开发实习生,http://jobs.51job.com/shanghai-xhq/81409598.html?s=01&t=0,上海数旦信息技术有限公司,上海-徐汇区,5-6千/月,无工作经验,本科
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/89765211.html?s=01&t=0,订餐小秘书,上海-浦东新区,2.5-5万/月,,
Python后端工程师助理,http://jobs.51job.com/kunming/85081132.html?s=01&t=0,中软卓越信息技术（昆明）,昆明,3-4千/月,无工作经验,
Python开发工程师,http://jobs.51job.com/beijing/85311628.html?s=01&t=0,北京子衿晨风科技有限公司,北京,1.5-2.5万/月,2年经验,本科
python讲师(000554),http://jobs.51job.com/beijing/85038227.html?s=01&t=0,达内培训集团,北京,1.5-2.5万/月,3-4年经验,大专
Python web开发实习生,http://jobs.51job.com/shanghai-cnq/88638255.html?s=01&t=0,名城金控（集团）有限公司,上海-长宁区,300元/天,,本科
Senior Software Engineer- Python,http://jobs.51job.com/beijing-hdq/88689725.html?s=01&t=0,红帽软件（北京）有限公司,北京-海淀区,2-2.5万/月,5-7年经验,本科
C++开发工程师（Python/Lua方向）,http://jobs.51job.com/beijing/85041696.html?s=01&t=0,中航航空电子有限公司,北京,0.6-1.2万/月,3-4年经验,本科
Python高级工程师/架构师--电信信息化,http://jobs.51job.com/beijing-hdq/83805652.html?s=01&t=0,中数通信息有限公司,北京-海淀区,6-9千/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/lanzhou/90216379.html?s=01&t=0,甘肃英蓝计算机科技有限公司,兰州,0.6-1万/月,1年经验,大专
Open ERP ODOO（Python）,http://jobs.51job.com/shanghai-pdxq/85004220.html?s=01&t=0,首家（上海）电子商务有限公司,上海-浦东新区,1.5-2万/月,2年经验,
python爬虫工程师（数据挖掘方向）,http://jobs.51job.com/shenzhen-nsq/86982446.html?s=01&t=0,深圳市全链智能技术有限公司,深圳-南山区,1.5-2万/月,5-7年经验,本科
python,http://jobs.51job.com/beijing-hdq/90569644.html?s=01&t=0,北京德信德胜科技股份有限公司,北京-海淀区,1.2-2万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shenzhen-lhq/90367568.html?s=01&t=0,深圳好多银科技有限公司,深圳-罗湖区,0.8-1.5万/月,3-4年经验,本科
爬虫（Java/python）工程师,http://jobs.51job.com/wuhan/89432268.html?s=01&t=0,北京阿博茨科技有限公司武汉分公司,武汉,0.8-1万/月,2年经验,大专
Python高级开发工程师,http://jobs.51job.com/wuhan-hsq/90518744.html?s=01&t=0,武汉市乾吉科技有限公司,武汉-洪山区,1.2-1.8万/月,5-7年经验,大专
Python开发工程师,http://jobs.51job.com/shanghai/87038504.html?s=01&t=0,能客企业管理咨询（上海）有限公司,上海,1.5-2万/月,3-4年经验,
JAVA/Python高级开发工程师,http://jobs.51job.com/shenzhen-lgq/82020667.html?s=01&t=0,深圳市心讯科技有限公司,深圳-龙岗区,4-5万/月,5-7年经验,本科
Python/自动化运维工程师,http://jobs.51job.com/chengdu/89525995.html?s=01&t=0,思应科技,成都,1-2万/月,,
Python 运维工程师,http://jobs.51job.com/beijing-cyq/90457635.html?s=01&t=0,北京灵铱科技有限公司,北京-朝阳区,2-10万/月,,
高级python工程师,http://jobs.51job.com/shanghai-hpq/77548508.html?s=01&t=0,若信信息科技（上海）有限公司,上海-黄浦区,1.5-2.2万/月,3-4年经验,本科
Python高级开发工程师,http://jobs.51job.com/guangzhou/90259410.html?s=01&t=0,广州昊娱信息技术有限公司,广州,1-1.5万/月,,
python开发工程师,http://jobs.51job.com/wuhan-hsq/88970296.html?s=01&t=0,武汉金鼎玉铉科技有限公司,武汉-洪山区,5-7千/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/shenzhen/89764429.html?s=01&t=0,翰竺科技（北京）有限公司,深圳,1-1.5万/月,2年经验,
python后台开发人员,http://jobs.51job.com/shenzhen-nsq/90561000.html?s=01&t=0,深圳互娱网络科技有限公司广州分公司,深圳-南山区,0.8-1.5万/月,3-4年经验,本科
Python高级开发工程师,http://jobs.51job.com/guangzhou-hzq/72246368.html?s=01&t=0,广州艾美网络科技有限公司,广州-海珠区,1-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/suzhou-gyyq/71952108.html?s=01&t=0,苏州玩友时代科技股份有限公司,苏州-工业园区,1-2万/月,3-4年经验,
Python工程师,http://jobs.51job.com/guangzhou-thq/80611988.html?s=01&t=0,蓝盾信息安全技术股份有限公司,广州-天河区,5-7千/月,无工作经验,本科
开发工程师（python/数据库方向）,http://jobs.51job.com/zhengzhou-zzxq/87214460.html?s=01&t=0,华信期货股份有限公司,郑州-郑东新区,0.6-1万/月,,硕士
Python开发工程师,http://jobs.51job.com/fuzhou-csq/90628386.html?s=01&t=0,福州兜乐网络科技有限公司,福州-仓山区,4.5-6千/月,,
Python开发工程师,http://jobs.51job.com/guangzhou-thq/91455667.html?s=01&t=0,广州飞进信息科技有限公司,广州-天河区,1-1.5万/月,,
Python开发工程师,http://jobs.51job.com/hangzhou-xhq/84573537.html?s=01&t=0,浙江爱信诺航天信息有限公司,杭州-西湖区,1.2-2.5万/月,5-7年经验,本科
JAVA(Python)开发工程师,http://jobs.51job.com/nanjing-jnq/87024192.html?s=01&t=0,山东赛瑞思信息科技有限公司,南京-江宁区,0.8-1万/月,1年经验,本科
Python/Odoo 高级开发工程师,http://jobs.51job.com/shanghai-hkq/90224902.html?s=01&t=0,广州安莱信息通信技术有限公司,上海-虹口区,1.5-2万/月,3-4年经验,大专
Python 工程師,http://jobs.51job.com/shenzhen/91130350.html?s=01&t=0,深圳华策数据科技有限公司,深圳,1.5-2万/月,3-4年经验,本科
Python Web开发工程师,http://jobs.51job.com/shanghai-mhq/89611931.html?s=01&t=0,上海志行合力网络技术有限公司,上海-闵行区,0.8-1万/月,,本科
linux系统运维（Python）,http://jobs.51job.com/shenzhen/91273971.html?s=01&t=0,天阳宏业,深圳,1.5-2万/月,,大专
Python高级开发工程师,http://jobs.51job.com/shanghai-xhq/87902154.html?s=01&t=0,爱奇艺（www.iqiyi.com）,上海-徐汇区,1.5-2.5万/月,,
Python developer,http://jobs.51job.com/chengdu-gxq/81189950.html?s=01&t=0,成都埃克森尔科技有限公司,成都-高新区,1.5-2万/月,2年经验,
python开发,http://jobs.51job.com/ningbo/90294852.html?s=01&t=0,宁波国研软件技术有限公司,宁波,0.8-1万/月,2年经验,本科
python,http://jobs.51job.com/suzhou/81217026.html?s=01&t=0,上海众言网络科技有限公司,苏州,1-1.5万/月,3-4年经验,本科
Python运维开发-杭州-00012,http://jobs.51job.com/hangzhou/89479724.html?s=01&t=0,杭州博盾习言科技有限公司,杭州,1.5-3万/月,,
python软件工程师,http://jobs.51job.com/jinan/78265254.html?s=01&t=0,济南诚方网络科技有限公司,济南,4-6千/月,,大专
Python实习生,http://jobs.51job.com/langfang/88485532.html?s=01&t=0,北京创新在线网络技术有限公司,廊坊,2-3千/月,,本科
Python开发工程师,http://jobs.51job.com/shenzhen-lhq/82844326.html?s=01&t=0,深圳广田云万家科技有限公司,深圳-罗湖区,1.5-2.5万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/beijing-cyq/91557913.html?s=01&t=0,标贝（北京）科技有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,本科
python开发工程师,http://jobs.51job.com/beijing-hdq/91071231.html?s=01&t=0,北京融联世纪信息技术有限公司,北京-海淀区,2.2-3万/月,3-4年经验,本科
Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/91667419.html?s=01&t=0,上海互教教育科技有限公司,上海-浦东新区,1.2-2万/月,3-4年经验,本科
Python运维工程师,http://jobs.51job.com/kunshan/87416552.html?s=01&t=0,昆山龙博信息科技有限公司,异地招聘,1-1.5万/月,3-4年经验,大专
中级程序员（Python）,http://jobs.51job.com/beijing/87561084.html?s=01&t=0,北京麦圃国际投资顾问有限公司,北京,0.8-1.3万/月,,
python工程师,http://jobs.51job.com/guangzhou-thq/74581306.html?s=01&t=0,广州迪奥信息科技有限公司,广州-天河区,0.9-1.4万/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/qingdao-lsq/85456235.html?s=01&t=0,青岛兰海宽客网络科技有限公司,青岛-崂山区,4.5-6千/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/shenzhen-ftq/86960925.html?s=01&t=0,深圳市全嘉优护科技有限公司,深圳-福田区,1-1.5万/月,3-4年经验,大专
Python测试开发工程师,http://jobs.51job.com/shanghai-pdxq/87762470.html?s=01&t=0,上海陆家嘴国际金融资产交易市场股份有限公司,上海-浦东新区,1.5-3万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/hangzhou-xhq/91551973.html?s=01&t=0,杭州云徙科技有限公司,杭州-西湖区,1.5-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/ningbo/90189610.html?s=01&t=0,浙江中之杰智能系统有限公司,宁波,0.8-1万/月,,
Python自动化测试工程师,http://jobs.51job.com/shanghai-hkq/88014403.html?s=01&t=0,中腾信金融信息服务（上海）有限公司,上海-虹口区,1-1.5万/月,,本科
Python开发工程师,http://jobs.51job.com/shenzhen-nsq/85805430.html?s=01&t=0,广东深华消防设备工程股份有限公司,深圳-南山区,1-1.5万/月,2年经验,大专
Python开发工程师,http://jobs.51job.com/nanchang/90734590.html?s=01&t=0,青云谱区秃鹰网络工作室,南昌,0.6-1万/月,,
Python研发工程师,http://jobs.51job.com/beijing-hdq/85702305.html?s=01&t=0,上海隆达软件股份有限公司,北京-海淀区,1.5-2.5万/月,3-4年经验,大专
python工程师,http://jobs.51job.com/shanghai-ypq/71437344.html?s=01&t=0,上海明匠智能系统有限公司,上海-杨浦区,12-35万/年,1年经验,本科
Python开发,http://jobs.51job.com/guangzhou-thq/87311809.html?s=01&t=0,广州机智云物联网科技有限公司,广州-天河区,1.2-2万/月,3-4年经验,本科
python后台开发,http://jobs.51job.com/shenzhen-nsq/78677355.html?s=01&t=0,深圳市埃提思科技开发有限公司,深圳-南山区,0.8-1.5万/月,,大专
中级python程序员,http://jobs.51job.com/beijing-cyq/90592085.html?s=01&t=0,易联汇华（北京）科技有限公司,北京-朝阳区,1-1.6万/月,,本科
Python开发工程师,http://jobs.51job.com/changsha/91591320.html?s=01&t=0,湖南智信信息技术有限公司,长沙,4.5-8千/月,,本科
Python软件工程师,http://jobs.51job.com/shenyang-dlhnq/82461084.html?s=01&t=0,沈阳彩檬科技有限公司,沈阳-东陵区（...,0.3-1万/月,1年经验,大专
Python网站开发工程师,http://jobs.51job.com/hangzhou-yhq/66564611.html?s=01&t=0,杭州微著网络有限公司,杭州-余杭区,1-1.5万/月,3-4年经验,本科
YF-测试开发工程师(Python Web 全栈)-01,http://jobs.51job.com/hangzhou/90351201.html?s=01&t=0,杭州海康威视数字技术股份有限公司,杭州,0.9-1.5万/月,1年经验,
高级 OCR 图像、光学识别工程师/Python研发,http://jobs.51job.com/shanghai-ptq/84727512.html?s=01&t=0,上海使爱智能科技有限公司,上海-普陀区,30-40万/年,3-4年经验,本科
游戏客户端开发工程师（c++/python）,http://jobs.51job.com/shenzhen-nsq/66711095.html?s=01&t=0,深圳淘乐网络科技有限公司,深圳-南山区,1-1.5万/月,,本科
Python高级软件工程师,http://jobs.51job.com/beijing/89334689.html?s=01&t=0,汇中泰德投资有限公司,北京,2.5-3.5万/月,,本科
Python软件工程师（高薪+优秀团队）,http://jobs.51job.com/ningbo-hsq/90149168.html?s=01&t=0,浙江汇诚知识产权代理有限公司,宁波-海曙区,0.5-1万/月,1年经验,大专
python开发工程师-杭州（经纪云发展部）,http://hundsun.51job.com/sc/show_job_detail.php?jobid=85999029,恒生电子股份有限公司,杭州-滨江区,0.9-1.8万/月,,
Python开发工程师,http://jobs.51job.com/changsha-ylq/88442799.html?s=01&t=0,湖南艾瓦特网络科技有限公司,长沙-岳麓区,1-1.5万/月,2年经验,本科
Python程序员 数据挖掘方向,http://jobs.51job.com/shenzhen-ftq/86554934.html?s=01&t=0,深圳市越健明科技有限公司,深圳-福田区,0.6-1.2万/月,1年经验,大专
工具开发工程师/Python开发工程师,http://jobs.51job.com/shanghai/90070434.html?s=01&t=0,上海逗屋网络科技有限公司,上海,1.5-2.5万/月,1年经验,
Python开发工程师,http://jobs.51job.com/nanjing-qxq/85452754.html?s=01&t=0,南京趣讯网络科技有限公司,南京-栖霞区,0.8-1万/月,,
双休 Python程序员/开发助理（应届可实习）,http://jobs.51job.com/wuxi/90124651.html?s=01&t=0,软世通集团无锡分公司,无锡,4.5-6千/月,,大专
Python高级工程师,http://jobs.51job.com/shenzhen/82306736.html?s=01&t=0,深圳市铺铺旺电子商务有限公司,深圳,10-15万/年,3-4年经验,
后端开发 C/C++/java/Python/PHP/Go,http://jobs.51job.com/nanjing-qhq/90809581.html?s=01&t=0,南京鹏都广告有限公司,南京-秦淮区,20-30万/年,,大专
Python开发工程师,http://jobs.51job.com/hangzhou-jgq/91811298.html?s=01&t=0,浙江花集网科技股份有限公司,杭州-江干区,1-1.2万/月,2年经验,本科
Python工程师（NO.测服1703）,http://jobs.51job.com/beijing/90144680.html?s=01&t=0,北京南天软件有限公司,北京,0.6-1万/月,,本科
python开发工程师,http://jobs.51job.com/haikou/84154949.html?s=01&t=0,海南讯海科技有限公司,海口,1-1.5万/月,2年经验,本科
"软件研发实习生(Python, Robot Framework)",http://jobs.51job.com/nanjing/91801729.html?s=01&t=0,凯易讯网络技术开发（南京）有限公司,南京,200元/天,,硕士
python程序员,http://jobs.51job.com/nanchang-qshq/73062235.html?s=01&t=0,南昌得思信息技术有限公司,南昌-青山湖区,1-1.5万/月,,
高级python工程师,http://jobs.51job.com/shenzhen/87936562.html?s=01&t=0,深圳市马鼎昌科技有限公司,深圳,2-6万/月,,本科
python工程师,http://jobs.51job.com/nanjing/91153603.html?s=01&t=0,江苏达科信息科技有限公司,南京,1-1.5万/月,,大专
python后台开发工程师,http://jobs.51job.com/shenzhen-nsq/90380606.html?s=01&t=0,深圳市悦动天下科技有限公司,深圳-南山区,1-2万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/75013335.html?s=01&t=0,上海进馨网络科技有限公司（纳米盒）,上海-浦东新区,1-2.5万/月,1年经验,本科
手游后端开发（Python）,http://jobs.51job.com/shanghai-pdxq/90875099.html?s=01&t=0,上海象融蓝海文化传媒有限公司,上海-浦东新区,0.8-1万/月,1年经验,大专
python 开发工程师,http://jobs.51job.com/xian/91120754.html?s=01&t=0,陕西微众网络科技有限公司,西安,0.8-1万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shanghai/84985093.html?s=01&t=0,上海吾创信息科技有限公司,上海,0.8-1.3万/月,2年经验,本科
Python开发工程师,http://jobs.51job.com/guangzhou-thq/91794964.html?s=01&t=0,畅想互娱（北京）科技有限公司,广州-天河区,0.8-1.2万/月,1年经验,
python后端工程师,http://jobs.51job.com/shanghai/85313144.html?s=01&t=0,上海数享信息技术有限公司,上海,1.5-3万/月,,
python后端程序员,http://jobs.51job.com/wuhan-hsq/67155969.html?s=01&t=0,武汉乐谷在线科技有限公司,武汉-洪山区,0.6-2万/月,,大专
Python开发工程师,http://jobs.51job.com/chengdu/91797641.html?s=01&t=0,成都吉胜科技有限责任公司,成都,0.8-1.6万/月,2年经验,本科
Python程序员,http://jobs.51job.com/shenzhen/91792053.html?s=01&t=0,深圳兴融联科技股份有限公司,深圳,1-1.8万/月,,大专
Python高级开发工程师,http://jobs.51job.com/beijing/91787424.html?s=01&t=0,上海洞识信息科技有限公司,异地招聘,0.9-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai/88321064.html?s=01&t=0,阳光恒美金融信息技术服务（上海）股份有限公司,上海,1.5-2万/月,2年经验,本科
python爬虫实习生,http://jobs.51job.com/shanghai-ypq/84290574.html?s=01&t=0,上海葵观信息技术有限公司,上海-杨浦区,248元/天,,
python开发工程师,http://jobs.51job.com/shenzhen/78910987.html?s=01&t=0,深圳库尚信息技术有限公司,深圳,1.5-3万/月,,本科
Python开发工程师,http://jobs.51job.com/shenzhen/88660639.html?s=01&t=0,深圳花果山科技有限公司,深圳,4-8千/月,,本科
Python研发主管,http://jobs.51job.com/xian-ytq/90492040.html?s=01&t=0,上海久耶供应链管理有限公司,西安-雁塔区,0.8-1.5万/月,,
python服务端开发工程师,http://jobs.51job.com/guangzhou/90325874.html?s=01&t=0,广州飞屋网络科技有限公司,广州,1-2万/月,,本科
python开发工程师,http://jobs.51job.com/guangzhou/64056639.html?s=01&t=0,广东亿迅科技有限公司,广州,1.5-2万/月,1年经验,本科
Python高级开发工程师,http://jobs.51job.com/shanghai-pdxq/69317535.html?s=01&t=0,新达达,上海-浦东新区,2-3万/月,3-4年经验,本科
Python 开发工程师,http://jobs.51job.com/shanghai-pdxq/73345939.html?s=01&t=0,上海沙塔信息科技有限公司,上海-浦东新区,1-2万/月,,本科
python 高级开发工程师,http://jobs.51job.com/guangzhou-thq/90212520.html?s=01&t=0,广州润普网络科技有限公司,广州-天河区,0.7-1万/月,2年经验,大专
